,SK_ID_CURR,TARGET,EXT_SOURCE_1 EXT_SOURCE_2 EXT_SOURCE_3,PAYMENT_RATE,AMT_ANNUITY,EXT_SOURCE_2^2 EXT_SOURCE_3,EXT_SOURCE_3_x,CNT_DRAWINGS_ATM_CURRENT,NAME_FAMILY_STATUS_Married,CNT_DRAWINGS_CURRENT,NAME_CONTRACT_STATUS_Refused,EXT_SOURCE_1^2 DAYS_BIRTH,DAYS_ID_PUBLISH,CNT_PAYMENT,AMT_CREDIT,CODE_GENDER_M,PAYMENT_DIFF,DPD,NUM_INSTALMENT_NUMBER,AMT_CREDIT_MAX_OVERDUE,AMT_CREDIT_SUM_DEBT,OWN_CAR_AGE,NAME_EDUCATION_TYPE_Higher education,DAYS_EMPLOYED_PERC,REGION_RATING_CLIENT_W_CITY,AMT_GOODS_PRICE,EXT_SOURCE_2 EXT_SOURCE_3^2,EXT_SOURCE_2 EXT_SOURCE_3 DAYS_BIRTH,CNT_INSTALMENT_FUTURE,EXT_SOURCE_1_x,APP_CREDIT_PERC,DAYS_LAST_DUE_1ST_VERSION,OCCUPATION_TYPE_Core staff,AMT_PAYMENT
272089,415426,0.0,0.1077586637069752,0.0533,7195.5,0.1059843398692525,0.4276573700350293,,False,,False,2603.686311848991,-2397,15.0,135000.0,False,0.0,0.0,8.3,,0.0,,False,-0.1621568434517367,2,135000.0,0.0910468219024959,2163.6686652197154,7.709677419354839,,0.9043987315812204,-250.5,False,10111.7805
180757,309481,0.0,0.2499769666939845,0.0705692043271661,9423.0,0.2928871689145572,0.8327850252992314,,False,,False,5638.8011142178775,-4474,12.0,133528.5,False,2793.246428571429,1.0,5.357142857142857,,0.0,,False,,2,121500.0,0.4112913104242794,10870.178338264055,6.9,,0.9044629221109792,-556.0,False,6615.890357142857
256976,397375,0.0,0.1428646553011311,0.0997349823321554,15241.5,0.1165980402553549,0.6832688314232291,,True,,False,5027.269162394248,-3122,6.0,152820.0,True,1133.8857692307693,5.538461538461538,6.076923076923077,,0.0,20.0,False,-0.2323803699740101,2,135000.0,0.1928559492246502,5538.6871427348615,2.3846153846153846,,0.891689454286054,-97.0,False,8306.318076923077
300250,447845,0.0,0.0318855520203479,0.0668,9018.0,0.0097180509242244,0.4083588531230431,,False,,False,5049.301733762842,-3227,24.0,135000.0,False,2687.9154545454544,2.5454545454545454,5.727272727272728,0.0,139221.9,,False,-0.1659647876604597,2,135000.0,0.0257248320699028,1241.581298870351,16.25,,0.8994039124151056,35.0,False,54927.28636363637
84761,198341,0.0,0.2658511132262964,0.032259411684308,38236.5,0.2425666178787917,,,True,,True,8565.55694377506,-4673,9.384615384615383,1185282.0,False,978.2592857142856,0.2619047619047619,5.976190476190476,,,,False,-0.0393419626346999,2,1035000.0,0.1919087252129222,5641.627318310166,4.976190476190476,0.7390319802224811,0.5000924885510571,-737.75,False,11458.5825
85812,199573,0.0,0.0330849463387257,0.0794620253164557,22599.0,0.0086831237335769,0.4920600938649263,,False,,False,2401.806471866997,-2003,12.0,284400.0,True,1043.7235714285714,1.2142857142857142,7.142857142857143,,124096.5,,False,,3,225000.0,0.0321636414834397,612.7994175240318,5.571428571428571,,0.9576633165829146,-1799.0,False,6293.905714285715
13666,115926,0.0,0.1697829508419392,0.0379736947457842,17500.5,0.2116245653402822,0.5316861425197883,,True,,False,2819.144364418606,-1502,24.0,460858.5,False,0.0,0.0,6.5,324.0,10151.25,,False,-0.1426753907669938,2,324000.0,0.1783470998473027,3691.1465802339912,17.076923076923077,,1.0,-317.0,False,32539.11375
133104,254373,0.0,0.1620950436786878,0.0359162303664921,12348.0,0.173759677071754,0.5902333386185574,,True,,False,5696.4444695426855,-4288,9.0,343800.0,True,0.0,0.2941176470588235,5.117647058823529,,200191.5,,False,,2,225000.0,0.1890210211708765,7120.713336138038,5.157894736842105,,1.371918202252522,-1476.0,False,4851.77294117647
175700,303601,0.0,0.0404136020033211,0.0422827255262066,22482.0,0.0119500278271644,,,False,0.0,False,3155.012981444487,-3782,8.5,531706.5,True,5223.93125,2.75,5.916666666666667,,,9.0,False,-0.0820138043036946,2,459000.0,0.0425954943055284,983.2831777015848,6.75,,0.9277417401738648,-27.33333333333333,False,13562.3825
243325,381681,0.0,0.1728221353271853,0.05,9000.0,0.2004908004553652,0.5814837058057234,,True,,False,2572.6869963187605,-2018,6.0,180000.0,True,0.0,0.0,2.0,0.0,59139.9,,False,-0.1381198964349731,2,180000.0,0.1985425288377685,3428.7531270136706,6.0,,1.1204013327205278,-104.0,False,7639.71
44912,152028,0.0,0.0523080873262433,0.05642,12694.5,0.0130352274280826,0.8193176922872417,3.8,True,3.2222222222222223,False,3993.275464212361,-4675,18.0,225000.0,False,0.0,0.0136986301369863,9.835616438356164,,0.0,,False,-0.2788862513633156,2,225000.0,0.0846716077030261,1610.8236910919438,11.666666666666666,,0.7892893262484768,-505.2,False,34793.24917808219
142008,264653,0.0,0.2174567967163949,0.05,7875.0,0.1838127879280956,0.3876253444214701,,True,0.0,False,14322.856806312604,-4452,33.0,157500.0,False,-17775.72972972973,0.027027027027027,4.45945945945946,,103576.5,,False,,2,157500.0,0.1034680129515762,5760.570663511773,32.18421052631579,0.8146649705492198,0.96697696760879,765.6,False,78782.66391891892
36041,141748,0.0,0.1397735354104214,0.051301177555211,27544.5,0.180421821626708,0.3842068130556564,,True,,False,4788.386020647384,-498,8.0,536917.5,False,0.0,0.0,4.5,0.0,1512873.0,3.0,True,-0.0583872866391995,1,463500.0,0.1011561110301681,4473.2218898825,4.444444444444445,0.5308818621303488,1.063376753507014,-1876.0,False,5806.485
82631,195832,0.0,0.1509270915353426,0.0979549718574108,23494.5,0.0599872030898639,,,True,,False,17597.052318225917,-3,11.5,239850.0,False,-6910.7978571428575,0.0,5.190476190476191,,,,False,,2,225000.0,0.0954351830482538,4422.5488990229305,6.947368421052632,0.8436807918078815,0.9319041897685604,-522.75,False,18864.34285714286
83558,196914,0.0,0.0367838207363475,0.02924,26316.0,0.0108507272496236,0.2314393514998941,,True,,False,5668.045971491206,-1506,9.0,900000.0,False,0.0,0.0,5.470588235294118,0.0,145441.92857142858,10.0,False,-0.0945817490494296,2,900000.0,0.0115980567399129,527.1858744554941,5.157894736842105,0.7340215527323363,1.003679670807945,-389.0,False,6231.652941176471
124178,244007,0.0,0.103723866240419,0.05798,13045.5,0.0914625713863537,0.2580842039460289,,True,,False,6572.306701759789,-2649,,225000.0,False,0.0,4.166666666666667,9.5,6410.07,34639.71428571428,64.0,True,-0.0979889042995839,2,225000.0,0.0396518851893083,2215.4791951133857,1.875,0.6751127045046769,1.0,,True,3528.5325
162412,288285,0.0,0.1367419879846498,0.0383387135964455,19881.0,0.0613102758505256,0.3944954053123993,,False,,False,17975.826751351608,-4169,11.6,518562.0,False,-913.3187499999998,0.8472222222222222,6.847222222222222,0.0,47425.5,,False,,3,463500.0,0.061352117863866,3616.162382020463,6.5,0.8792538522129583,0.9504504971101464,-1555.6,False,9850.704375
268656,411337,0.0,0.0855586691854276,0.03706,16677.0,0.0491387107399727,0.5814837058057234,,False,,False,3093.526735764692,-4553,8.166666666666666,450000.0,True,-358.791847826087,0.0652173913043478,4.695652173913044,0.0,39364.77272727273,3.0,False,-0.1412008281573498,2,450000.0,0.0982920070505387,2041.116497822892,4.583333333333333,,1.0624383544369984,-1382.1666666666667,False,6113.232391304348
249184,388327,0.0,0.017415080871144,0.0678690765492102,40216.5,0.002219038245003,,,False,,False,3161.4177987027992,-1481,10.0,592560.0,False,0.0,0.0,5.0,,,,True,-0.0178282009724473,2,450000.0,0.0183553046822249,424.5778055880989,5.4,,0.9944408370513153,-35.0,False,21340.27
65356,175802,0.0,0.0476401185537082,0.0490285116688683,16033.5,0.015565143542979,0.5691487713619409,,True,,False,3208.5572537239755,-4143,15.0,327024.0,False,0.0,0.2765957446808511,5.0,1440.0,21076.714285714286,,False,-0.2132705206004471,2,270000.0,0.0535692133677694,1178.779366618883,14.944444444444445,,0.9697931032398436,-465.8571428571428,False,39661.78404255319
56642,165641,0.0,0.1965320612531459,0.0579151943462897,14751.0,0.1522862163009569,0.4578995512067301,,False,,False,10356.378919818831,-2259,24.0,254700.0,False,0.0,0.0,6.0,0.0,35638.5,,False,-0.0378135529764133,3,225000.0,0.1209165159257299,4937.275199998372,5.583333333333333,0.7442485582434782,1.018790396657057,-1094.0,True,5814.147272727272
267078,409441,0.0,0.2320574336830081,0.0509236878453038,53091.0,0.3164417725983564,0.6642482627052363,,True,,False,3711.975890227298,-3066,21.0,1042560.0,True,-45000.1125,0.0,2.6,0.0,1767527.1,,False,-0.1308578921940782,1,900000.0,0.3045387390055658,6642.790109049478,10.0,,1.0504196646614086,-254.5,True,103081.374
289734,435662,0.0,0.0889829858374582,0.0526696305248618,21964.5,0.1141687135146362,0.2707073872651806,,True,,False,3342.5460307678622,-2701,16.0,417024.0,False,0.0,0.0,4.133333333333334,14985.0,164091.56896551725,6.0,False,-0.3524181804246187,2,360000.0,0.0475908777212869,2293.687615629748,6.789473684210527,,1.1715253072517475,-792.75,False,27548.94
21393,124924,0.0,0.1323857688861777,0.0671467981186686,26725.5,0.0937671837546394,0.7295666907060153,,True,0.0,False,3769.106860171441,-4024,6.166666666666667,398016.0,False,499.9296774193549,0.5806451612903226,3.612903225806452,,0.0,,False,-0.1908646003262642,2,360000.0,0.1908195786147389,3847.952046526859,3.891891891891892,,1.0164568571239208,-1362.2,False,9163.535806451611
201491,333564,0.0,0.0377756813005039,0.0324412868565403,23260.5,0.0441137152157535,0.1419915427739129,,False,,False,3572.6456890131226,-301,7.0,717003.0,False,0.0,0.0,3.923076923076923,0.0,361039.3875,,False,-0.0241040683586277,2,598500.0,0.0112377802266194,1241.136380879047,3.689655172413793,0.4773030935850341,1.2047560091426552,-1241.75,False,4661.655576923077
92640,207573,0.0,0.1151815171555719,0.0729681978798586,18585.0,0.1181532957494249,0.4382813743111921,0.4069767441860465,True,0.4069767441860465,False,4390.117941537372,-683,0.0,254700.0,True,0.0,0.0,48.5,0.0,233760.67875,,True,-0.0138305322128851,2,225000.0,0.0997361138730638,3899.4996080196825,0.0,,0.0,,False,6307.055625
42184,148833,0.0,0.0957363416506124,0.108,7290.0,0.1513529070207414,0.5937175866150576,,False,,False,1035.3610031641897,-1273,9.545454545454543,67500.0,True,674.0743846153846,0.2461538461538461,5.4,0.0,1322.357142857143,1.0,False,-0.1321052113092306,2,67500.0,0.1779775620838704,3042.9454566329487,6.042857142857143,0.3193680655619425,0.9437355447183112,-979.625,False,9355.698692307693
246984,385803,0.0,0.2289847810281005,0.0293732718894009,28683.0,0.3312685597008568,0.6178261467332483,0.0,False,6.636363636363637,False,4352.201423368165,-543,17.8,976500.0,False,25.86206896551724,0.0,11.96551724137931,0.0,18985.5,,False,-0.3212856133741464,2,976500.0,0.2795049706173905,7685.382798954799,11.672727272727272,,1.14890978849713,-977.0,False,4737.797586206897
253463,393297,0.0,0.0200026791215085,0.0348428571428571,54877.5,0.0092574753492006,,,True,,False,775.0684816446212,-467,12.0,1575000.0,False,0.0,0.0,6.5,,,11.0,True,-0.1960907285460437,3,1575000.0,0.037490867208423,672.3289171102994,6.0,0.2846309689875767,1.315711960313154,-93.0,False,17551.451250000002
104605,221390,0.0,0.1294133241014385,0.0264355320883643,61281.0,0.1583892005869643,0.3474182272002641,,True,,True,5061.112042725991,-177,11.6,2318130.0,False,8921.022352941176,4.0588235294117645,6.382352941176471,166736.52,68688.0,,True,-0.0205063443382043,2,1935000.0,0.0814970114578527,3900.813766893813,5.541666666666667,0.5516833909752256,0.972270679441474,-1404.5,False,10639.646470588235
259693,400531,0.0,0.2619840918845007,0.0670990099009901,30496.5,0.2101875650785369,0.4686596550493113,,True,,False,14406.277559764709,-4038,16.0,454500.0,False,4898.863636363636,8.318181818181818,8.181818181818182,12600.0,71952.5875,,True,,1,454500.0,0.1470922740978627,6489.314423549885,7.111111111111111,0.8347234746626385,1.0147118286380414,-1934.0,False,16002.05522727273
155891,280703,0.0,0.1420374189132959,0.0979549718574108,23494.5,0.1476112098278884,,,True,,False,6167.326634373783,-5477,6.0,239850.0,False,0.0,0.0,3.25,,,,False,,2,225000.0,0.1497058853599853,6755.377459582056,1.7857142857142858,,0.943915343915344,60.0,False,5812.171875
146296,269624,0.0,0.1075579001240343,0.0397840094462699,40482.0,0.1244002135412332,0.6528965519806539,,True,,False,2509.861055837961,-1173,12.0,1017544.5,True,93.65651162790698,0.6046511627906976,5.3023255813953485,,66481.5,3.0,False,-0.0397253277339538,2,936000.0,0.1860703289902285,5021.844972515601,5.549019607843137,0.3774066639767665,1.035844612639907,-1366.0,False,11370.597906976744
21062,124543,0.0,0.0712329740284996,0.0423666666666666,28597.5,0.0956948328053449,0.3139166772114369,,False,,False,2430.6368112346804,-5043,24.0,675000.0,False,0.0,0.0,10.5,0.0,35133.3,10.0,False,-0.1266851980542043,2,675000.0,0.0544083840157605,2494.090638769889,13.80952380952381,0.4109884702408692,0.8497064666622023,-800.0,False,10867.60125
76944,189219,0.0,0.0494115486888072,0.05,19125.0,0.0396187101436895,0.2405414172860865,,False,,True,2293.6931565466903,-1610,,382500.0,True,,,,0.0,38996.01,,True,-0.0503741762537696,1,382500.0,0.0234819935491795,874.0045295225126,,,,,False,
199844,331674,0.0,0.1315748505796378,0.09771,43969.5,0.1225538710733736,0.5513812618027899,0.4057971014492754,True,0.4782608695652174,False,4834.099873883559,-2391,10.0,450000.0,False,100.08475352112676,0.3380281690140845,56.90845070422535,,292896.0,,False,-0.0653982722984789,3,450000.0,0.1433314588589536,4904.993122847383,4.473684210526316,,0.8538204322004292,-1454.5,False,9434.25602112676
8050,109387,0.0,0.2163506508047901,0.05,61875.0,0.3424760517833671,,,True,,True,2761.501009093798,-2995,,1237500.0,False,,,,,,,True,-0.1075238890435105,1,1237500.0,0.2280312186376138,4607.372339671716,,,,,False,
1979,102321,0.0,0.1389196127078023,0.0544558034616886,33894.0,0.1051239383956715,0.7165702448010511,,True,,False,4060.1417563891378,-4964,12.0,622413.0,False,0.0,0.0,6.5,,0.0,,True,-0.2617364967188288,3,495000.0,0.1966703845977163,4349.653474614993,6.230769230769231,,1.007550032416791,-1934.5,True,7702.173749999999
225139,360775,0.0,0.1771154658936085,0.0369555319471847,21915.0,0.2383647009294266,0.5136937663039473,,True,,False,3720.686441698602,-3970,18.0,593010.0,True,0.0,0.0,5.578947368421052,0.0,48602.04,16.0,False,-0.265441024581698,2,495000.0,0.1797535243929259,5081.939096792196,11.25,,0.908530108669009,119.5,False,19375.12184210526
225215,360863,0.0,0.0599094048392604,0.0363762930825144,10111.5,0.0229937307691685,0.6092756673894402,0.0125,False,0.0125,False,5357.245347542482,-4211,4.0,277969.5,False,0.0491860465116277,1.511111111111111,16.42222222222222,5166.585,6408.9,,False,,2,229500.0,0.0721149774567517,2475.064038023113,4.0,,0.4690846286701208,-2410.0,False,1577.7429069767445
81480,194479,0.0,0.0446546305242414,0.0988930581613508,23719.5,0.0145897146159475,,,True,,False,6405.585836382988,-4838,12.0,239850.0,True,0.0,0.0,2.5,,,23.0,False,,2,225000.0,0.0470654919612089,2205.8463297963285,8.4,,0.9099094761171032,-863.0,False,24974.78625
212949,346767,0.0,0.1678221419288802,0.05,6750.0,0.2140067588096604,0.5136937663039473,,True,,False,3103.5182506876586,-3237,6.0,135000.0,False,0.0,0.0,3.0,,167908.5,,False,-0.0455671124318969,3,135000.0,0.1703217803746559,4016.552628823923,4.0,,0.9498570747975228,10.0,False,16349.085
215139,349290,0.0,0.183985292834099,0.0293513869358086,33907.5,0.2150493392765073,0.6144143775673561,,False,,False,3403.26369837666,-4501,14.0,1155226.5,False,829.5935294117647,2.911764705882353,5.5,0.0,64687.5,25.0,False,-0.3341613971695272,2,904500.0,0.2233372226115096,4828.682032015198,9.935483870967742,,0.9031327618474524,-1100.0,False,6323.103529411765
150821,274828,0.0,0.2690946526599145,0.05,6750.0,0.3486800876033583,0.8106180215523969,,False,,False,4723.424631659927,-1993,10.0,135000.0,True,0.0,0.0,5.5,,,,True,-0.0960026034604328,2,135000.0,0.4309609850902904,9801.93811493752,5.0,,1.0581832840634238,-895.0,False,9269.262
104567,221350,0.0,0.1798598052115789,0.0420364179060801,25857.0,0.2366911576103368,,,False,,False,5246.570105318851,-3976,10.0,615109.5,False,647.03475,1.1,4.75,,,,False,-0.6706382147565799,2,531000.0,0.1895702666655076,7277.11934745589,3.217391304347826,,0.923135963832834,-979.0,False,15367.743
213345,347226,0.0,0.2547058624355771,0.0322593210907067,26086.5,0.3849709636254482,0.6577838002083306,,True,,False,3894.128893053691,-4277,6.0,808650.0,False,0.0,0.0,2.5,0.0,253322.5,2.0,True,-0.5553947368421053,2,675000.0,0.3310081960316391,7648.903147337186,2.0,,1.3603473227206946,-1153.0,True,5782.5675
84790,198372,0.0,0.2040510891664719,0.0469090909090909,20898.0,0.2450724523264465,0.520897599048938,0.0,True,0.0,False,4818.690989107274,-375,21.714285714285715,445500.0,False,319.9982681564246,0.0726256983240223,34.44134078212291,7026.705,49137.3,,False,-0.0385812914579666,2,445500.0,0.1861126023613699,5278.633636068178,14.621951219512194,0.5711043802598389,1.0392238290774432,-784.2857142857143,False,12887.24907821229
210471,343894,0.0,0.2704704448159735,0.0390089285714285,19660.5,0.2328402161918252,0.4543210601605785,,False,,False,10859.980718143692,-4492,20.0,504000.0,False,0.0,0.0,4.92,0.0,22003.5,1.0,True,-0.1832017320427916,1,504000.0,0.147765586053279,5107.645158603295,14.5,0.8315902404135559,1.0073388729324582,-358.0,False,58150.449
151994,276177,0.0,0.1346706253804409,0.0859662753222836,26887.5,0.1884191750221652,0.375711009574066,,True,,False,3295.6627684370183,-2014,17.0,312768.0,False,304.3349999999999,0.2142857142857142,7.642857142857143,1756.8,43866.0,,False,-0.0393345771144278,2,270000.0,0.0999639552083436,3422.6740420994483,12.26923076923077,,1.0208849557522124,-834.5,False,3720.095357142857
180228,308861,0.0,0.0577663030392631,0.05,9000.0,0.0707441471214539,0.1841161559307151,,False,,True,3941.5245407652,-4769,0.0,180000.0,False,0.0,4.0,8.0,0.0,14052.857142857143,64.0,False,-0.0763080922976925,2,180000.0,0.0210127602778606,1755.8552384536004,1.6666666666666667,,1.0,,False,5197.653
281548,426170,0.0,0.1540272257677941,0.048339129586895,26770.5,0.1735836366541009,,,False,,False,4852.545747587497,-2502,19.5,553806.0,False,7326.139285714286,1.5714285714285714,9.0,0.0,0.0,,False,-0.066047199197508,2,495000.0,0.1623430105920592,5763.907866400128,16.51063829787234,,0.9589419581120204,-194.33333333333331,False,16983.299285714285
135621,257301,0.0,0.2291947168179693,0.0294772332973256,16209.0,0.1161422700827336,0.656158373001177,,False,,False,14660.787222865618,-4609,48.0,549882.0,False,916.3,0.1111111111111111,13.22222222222222,0.0,54515.25,,False,,3,459000.0,0.1811374158911856,5871.466184251096,34.18518518518518,0.8302427841748972,1.0,323.0,False,39492.49166666666
133082,254346,0.0,0.0872231300975489,0.0716026711185308,19300.5,0.0733758199389542,0.6127042441012546,,True,,False,2609.926867262018,-3736,12.0,269550.0,False,0.0,0.0,6.52,0.0,113202.0,16.0,False,-0.2002852882059262,3,225000.0,0.1299130612687492,3270.173437246175,5.25,0.4113672749502028,0.9381250541613764,-1241.5,True,10279.4472
54049,162620,0.0,0.0366420673680333,0.061396528945472,36805.5,0.0199838614803401,0.2622489709189549,0.0,True,0.2727272727272727,False,4910.445295602637,-2666,7.0,599472.0,False,152.1813829787234,0.0851063829787234,7.872340425531915,0.0,6392.25,,False,-0.2475087389784525,2,517500.0,0.0189849909457472,1387.556718266752,5.785714285714286,,1.0099263218316568,-363.0,False,13302.580212765955
27980,132528,0.0,0.1440333593756735,0.051363950276243,21420.0,0.1885703695389776,0.4294236843421945,,False,,False,4753.399176428828,-2087,6.0,417024.0,False,0.0,0.0,3.0,56065.5,168032.5,,False,-0.2902878085588013,3,360000.0,0.1221984554778574,5279.797611557561,4.0,,0.9498367468091422,13.0,False,13563.36
249356,388509,0.0,0.0166874653491591,0.0307066666666666,10363.5,0.0781268631604063,,,False,,False,66.05132028383282,-2483,12.5,337500.0,True,0.0,0.0,3.7058823529411766,0.0,0.0,,False,-0.1055027311349383,2,337500.0,0.1089129190151925,2018.27590094092,6.3,0.0817392123469725,0.956709577033956,-1107.0,False,25358.556176470596
193346,324209,0.0,0.2030945347212325,0.0355336676217765,44644.5,0.3017937695295136,,,True,,False,3796.263285346684,-2303,6.0,1256400.0,True,0.0,0.0,3.5,,,13.0,False,-0.1849777297880955,1,900000.0,0.2140594173340773,5945.720091941469,2.625,,0.9462181679969592,-218.0,False,13266.5175
231956,368673,0.0,0.0984926389138327,0.0322567315162234,17563.5,0.1137605061267926,0.3328505641648731,0.3333333333333333,True,1.6666666666666667,False,4607.88172831998,-1540,10.0,544491.0,False,192.48409090909087,0.1363636363636363,9.181818181818182,1440.0,0.0,,False,-0.0672189480707216,2,454500.0,0.0647693746408647,3499.89484083781,9.761904761904765,,0.7997508370053394,-964.3333333333334,False,4188.869318181818
171667,298956,0.0,0.1448680714215831,0.05,112500.0,0.1897900965313283,0.4596904504249018,,True,,True,3926.746946195575,-854,,2250000.0,True,,,,,0.0,2.0,True,-0.0197255574614065,2,2250000.0,0.135779747311418,4821.6546440389575,,0.4904595149321971,,,False,
64240,174491,0.0,0.0904310806445652,0.0383289703315881,7906.5,0.0469322247980977,0.6801388218428291,,False,,False,5985.429824237722,-1358,42.0,206280.0,False,0.0,0.0,7.636363636363637,0.0,63360.3825,,False,-0.1503659632752643,2,135000.0,0.1215155671642409,4174.101087136895,24.43478260869565,,0.9751924809527176,857.0,False,7545.164318181818
231167,367751,0.0,0.2390497211820011,0.0511680793880504,17820.0,0.3532941475266358,0.6313545365850379,,False,,False,6157.078926760483,-4283,4.0,348264.0,False,0.0,0.0,2.5,29322.0,50918.625,,False,,2,315000.0,0.2981797729757219,11350.444272859528,2.0,,1.250075278530563,-669.0,False,11943.01125
76617,188845,0.0,0.1351773920828737,0.0292361048183143,31941.0,0.1576124795321817,0.4525335592581747,,False,,False,4058.3484075568094,-4461,10.0,1092519.0,False,0.0,0.0344827586206896,4.310344827586207,0.0,82241.25,5.0,False,-0.0187488163626033,2,954000.0,0.1208569104225445,4230.612909994792,5.941176470588236,,1.063446287532855,-1351.5,False,16752.921206896553
189164,319312,0.0,0.0332001336498061,0.0678953729281768,35392.5,0.0685960871937861,0.1528662291550415,0.032258064516129,True,0.032258064516129,False,1265.070889119313,-3963,10.8,521280.0,False,1091.5659121621622,1.966216216216216,55.770270270270274,43605.0,90595.951875,2.0,True,-0.3327793934358122,2,450000.0,0.0156536998021842,1232.3995833521487,6.0,0.3242159555008906,0.6583649462056267,-369.0,True,5188.310878378378
67885,178719,0.0,0.1843571231239462,0.05,9000.0,0.2147270840426474,0.6178261467332483,,False,,False,3377.900622033744,-2549,12.0,180000.0,False,0.0,0.0,2.571428571428572,0.0,0.0,1.0,False,-0.2155479711793705,2,180000.0,0.2250312533894633,4802.381853905445,2.357142857142857,,1.25,276.0,False,8250.743571428571
